Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2025;7;7;21935;23004.289641899395
2025;7;8;22425;23288.995055684303
2025;7;9;22988;24034.4507394322
2025;7;10;22488;23546.614494659738
2025;7;11;22350;23207.129716394727
2025;7;12;22838;24211.15490222895
2025;7;13;23100;24194.76658418236
2025;7;14;22813;23574.73930055947
2025;7;15;22600;23731.310721726764
2025;7;16;23513;24318.063665954534
2025;7;17;23050;23707.416920748492
2025;7;18;22400;23131.71911580148
2025;7;19;22513;22848.863536329656
2025;7;20;21913;22605.675225848863
2025;7;21;20400;20982.5561853873
2025;7;22;19063;19727.412031998898
2025;7;23;17738;18617.35859653079
2025;8;0;16900;17350.922376799426
2025;8;1;16550;16899.252767128502
2025;8;2;16250;16572.097114074895
2025;8;3;16113;16449.83794300691
2025;8;4;16675;17159.579658117178
2025;8;5;17813;18381.230394963328
2025;8;6;20388;20943.338159866005
2025;8;7;22075;23240.436649807205
2025;8;8;22825;23827.60037837558
2025;8;9;23238;24528.706815431462
2025;8;10;23075;24022.06863335241
2025;8;11;23375;24919.033833317924
2025;8;12;23350;24475.133469553002
2025;8;13;22963;23791.568488716744
2025;8;14;23038;23823.821500387778
2025;8;15;23338;24434.49448304864
2025;8;16;23788;24743.30744293483
2025;8;17;23513;24155.800098818418
2025;8;18;23163;23757.647524914708
2025;8;19;22950;23435.434217468624
2025;8;20;22625;22955.64125638632
2025;8;21;21150;21347.030555062825
2025;8;22;19675;20085.697009586595
2025;8;23;18263;18934.279758864694
2025;9;0;16625;17167.81874882604
2025;9;1;16575;16825.852244257603
2025;9;2;16113;16647.636185170235
2025;9;3;16038;16615.063475945768
2025;9;4;16725;17048.228512759775
2025;9;5;17725;18255.745021189105
2025;9;6;20563;21074.6417436892
2025;9;7;22250;23021.405940433877
2025;9;8;23100;24171.557472069657
2025;9;9;23163;24275.15690527365
2025;9;10;23263;24479.610248635054
2025;9;11;23150;24360.76041040698
2025;9;12;22850;23574.46612640858
2025;9;13;23050;23862.434992016977
2025;9;14;23363;24466.007053441732
2025;9;15;23288;24390.75719018244
2025;9;16;23675;24778.00953726121
2025;9;17;23363;24633.546298130943
2025;9;18;22863;23477.178102138634
2025;9;19;22688;23415.11312803612
2025;9;20;22300;22990.80035269864
2025;9;21;20575;21205.27825026116
2025;9;22;19550;19986.94615107193
2025;9;23;17938;18589.793844098655
2025;10;0;17000;17345.434957092486
2025;10;1;16775;17227.636278651997
2025;10;2;16050;16452.927290434178
2025;10;3;16088;16604.374827877265
2025;10;4;16725;17687.931713334703
2025;10;5;17463;17589.54696148165
2025;10;6;20688;21325.2520380749
2025;10;7;22725;23402.45682576207
2025;10;8;23525;24430.613626842114
2025;10;9;23588;24805.790119393474
2025;10;10;23650;24662.85600381909
2025;10;11;23825;24609.451044414138
2025;10;12;23950;24806.939258148006
2025;10;13;23463;24598.919549786937
2025;10;14;23438;24291.926673656573
2025;10;15;23538;24581.291717916396
2025;10;16;23963;24972.11436798076
2025;10;17;24163;24532.679930478836
2025;10;18;23613;24541.788817865065
2025;10;19;23475;24101.7838044636
2025;10;20;22550;22644.97148266848
2025;10;21;20725;21262.290862953887
2025;10;22;19750;20117.64270704632
2025;10;23;18338;19008.486666959245
2025;11;0;17200;17541.49585231346
2025;11;1;16738;17215.05271170662
2025;11;2;16413;17013.997455796092
2025;11;3;16550;17223.151038834025
2025;11;4;16663;16922.940718588845
2025;11;5;16875;17308.09975283181
2025;11;6;17788;18193.01093776781
2025;11;7;18575;19444.33415348526
2025;11;8;19975;21328.09084805622
2025;11;9;21200;22280.99634219219
2025;11;10;21288;22035.823209132992
2025;11;11;21663;22846.572389410954
2025;11;12;21738;23162.431239402526
2025;11;13;21538;22744.49305211023
2025;11;14;21275;21971.126006809198
2025;11;15;21363;22266.15318542675
2025;11;16;21638;22891.382229837323
2025;11;17;21475;21833.466106876243
2025;11;18;21313;21901.763885629247
2025;11;19;20838;21492.92681068587
2025;11;20;20288;20602.613905684382
2025;11;21;19138;19626.09492878764
2025;11;22;18100;17951.746531986184
2025;11;23;16675;16970.122471733142
2025;12;0;16038;16487.48636972137
2025;12;1;15425;15675.44336360703
2025;12;2;15063;15889.482260786328
2025;12;3;14600;14813.971724407873
2025;12;4;14738;15149.991102660602
2025;12;5;14925;15451.148115457218
2025;12;6;15438;16226.254657813222
2025;12;7;16063;16775.82756976411
2025;12;8;17138;18370.632750430992
2025;12;9;18238;19240.046612203918
2025;12;10;19188;19991.69826979041
2025;12;11;19100;20192.420694852655
2025;12;12;19400;20439.811939114694
2025;12;13;19413;20292.95662456824
2025;12;14;19125;20138.960416998005
2025;12;15;19100;20022.937280627648
2025;12;16;19713;20735.703469050248
2025;12;17;20075;20707.42613490421
2025;12;18;19613;20430.20336322907
2025;12;19;19800;20052.43690023463
2025;12;20;19013;19939.606674931252
2025;12;21;18100;18209.5824400955
2025;12;22;17213;17682.642980992885
2025;12;23;16238;16855.663441296914
2025;13;0;15938;16494.198373547006
2025;13;1;14938;15313.460096035882
2025;13;2;15275;15733.375549928545
2025;13;3;15450;15851.399813068234
2025;13;4;16063;16445.127048611157
2025;13;5;17488;18157.920419404203
2025;13;6;20725;21296.403097193008
2025;13;7;22850;23711.418080947868
2025;13;8;23663;24842.91997508665
2025;13;9;24138;25199.45990417532
2025;13;10;24288;25450.572423767793
2025;13;11;24500;25625.92576838472
2025;13;12;24637;25471.200997815584
2025;13;13;24438;25325.963791960607
2025;13;14;24250;25399.458721024654
2025;13;15;24075;25197.074053086693
2025;13;16;24800;25795.81968120717
2025;13;17;24688;25211.465476661757
2025;13;18;24250;25005.532979157684
2025;13;19;24088;24469.685722232833
2025;13;20;23500;24109.41947623401
2025;13;21;22063;22522.56146951322
2025;13;22;20650;21106.463759354556
2025;13;23;18813;19532.755370397437
2025;14;0;18025;18690.083269797607
2025;14;1;17413;18075.701927200127
2025;14;2;17163;17924.095761430865
2025;14;3;17388;17892.20076832655
2025;14;4;18100;18736.39059425899
2025;14;5;19113;19550.946648681307
2025;14;6;22243;22807.83327049769
2025;14;7;23843;24816.971389126462
2025;14;8;24588;25607.399192998542
2025;14;9;24863;25982.031405087382
2025;14;10;24563;25399.355863353307
2025;14;11;24488;25906.477455137094
2025;14;12;24163;24961.79652370006
2025;14;13;24613;25370.162277442454
2025;14;14;24400;25631.622174700013
2025;14;15;23813;24971.332538792587
2025;14;16;24350;25474.823963410432
2025;14;17;24763;25388.669101852855
2025;14;18;24463;24960.550645430616
2025;14;19;24063;24383.549125702833
2025;14;20;23400;23915.160911638744
2025;14;21;21713;22077.56765769758
2025;14;22;20213;20908.023946683552
2025;14;23;18813;19283.58852369957
2025;15;0;17688;18022.900560641498
2025;15;1;17150;17585.7228316694
2025;15;2;17025;17607.586290855124
2025;15;3;17088;17475.255089439204
2025;15;4;17538;17873.555920886713
2025;15;5;18600;19148.73744229838
2025;15;6;21563;22111.993314221745
2025;15;7;22900;23798.611364925775
2025;15;8;23713;24618.792338876334
2025;15;9;23875;24921.40998747153
2025;15;10;23888;24598.383131700535
2025;15;11;24150;24868.50724512469
2025;15;12;24325;25181.311155749514
2025;15;13;24575;25532.31056965763
2025;15;14;24213;25275.1815131196
2025;15;15;23800;25095.07124338991
2025;15;16;24400;25571.531924640403
2025;15;17;24138;24606.012294007316
2025;15;18;23700;24196.19675841946
2025;15;19;23538;23837.494127072438
2025;15;20;22988;23484.29737280152
2025;15;21;21438;21880.268272215973
2025;15;22;19975;20539.543712067618
2025;15;23;18525;18859.553811289534
2025;16;0;17475;18078.869302848234
2025;16;1;16975;17781.547782600515
2025;16;2;16650;17128.24797030863
2025;16;3;16600;17180.342344419787
2025;16;4;17250;17888.028798342224
2025;16;5;18225;18644.75590562283
2025;16;6;21200;21744.818496362084
2025;16;7;22888;23890.51848015636
2025;16;8;23938;24957.535219709767
2025;16;9;24200;25045.398043228906
2025;16;10;24225;25229.902034851788
2025;16;11;24350;25449.59965824909
2025;16;12;24475;25765.228721559008
2025;16;13;24388;25579.854165217042
2025;16;14;23950;25380.63649150231
2025;16;15;23813;24659.53048742239
2025;16;16;24175;25349.464127344134
2025;16;17;24450;24986.668401147672
2025;16;18;24025;24962.960586643534
2025;16;19;23813;24151.34034292897
2025;16;20;23175;23507.055631563846
2025;16;21;21288;21668.121470911196
2025;16;22;19838;19913.22085513804
2025;16;23;18475;18869.848995663848
2025;17;0;17725;18073.17346768926
2025;17;1;17138;17668.078757295243
2025;17;2;16938;17506.351195155432
2025;17;3;17113;17988.234167843177
2025;17;4;17575;18265.08476763721
2025;17;5;18463;18847.61926886752
2025;17;6;21400;21720.317065730327
2025;17;7;23250;24348.3838343013
2025;17;8;24138;24873.95335859587
2025;17;9;24500;25866.29175317087
2025;17;10;24275;25510.888024144257
2025;17;11;23563;24469.164869579057
2025;17;12;22863;23520.373094181825
2025;17;13;23050;24320.774474833084
2025;17;14;22988;23965.092030949476
2025;17;15;23538;24785.56326239469
2025;17;16;24113;24794.114468241125
2025;17;17;23750;24130.124995409245
2025;17;18;23513;24014.048739943635
2025;17;19;23275;23784.39611875295
2025;17;20;22538;22947.98690570415
2025;17;21;21063;21687.569986469498
2025;17;22;19963;20249.475914123483
2025;17;23;18700;19171.52410299574
2025;18;0;17713;18237.05912634238
2025;18;1;17025;17627.88776681175
2025;18;2;16425;17067.32297561778
2025;18;3;16425;16700.071581632426
2025;18;4;16625;16818.177165852874
2025;18;5;17013;17768.535364379703
2025;18;6;17888;18454.46280239592
2025;18;7;18875;19725.30269268869
2025;18;8;19788;21098.230395104503
2025;18;9;19913;20936.134926858573
2025;18;10;19538;20773.859436812767
2025;18;11;19600;20613.503696282023
2025;18;12;19738;21150.149584976396
2025;18;13;19800;21151.06816848864
2025;18;14;19625;20575.207170304184
2025;18;15;20075;21269.31419019087
2025;18;16;20750;21879.07518991703
2025;18;17;21138;21911.72631150647
2025;18;18;20800;21107.01530788398
2025;18;19;20413;21050.210291999687
2025;18;20;20000;20711.684897369916
2025;18;21;19150;19298.252102715378
2025;18;22;17988;18251.348297466844
2025;18;23;16675;16767.15356444798
2025;19;0;15927;16373.118633111088
2025;19;1;15417;16060.508451159192
2025;19;2;14904;15704.471410419206
2025;19;3;14792;15306.818956083955
2025;19;4;14865;15690.723109114258
2025;19;5;15065;15288.979708357021
2025;19;6;15661;15820.323512128969
2025;19;7;16213;17201.890460220675
2025;19;8;17263;18339.813089787862
2025;19;9;17875;18868.461050381182
2025;19;10;18462;19048.511579992024
2025;19;11;18465;19447.175992097444
2025;19;12;18377;19116.10609989903
2025;19;13;18253;19386.934509766008
2025;19;14;18327;19400.31964921937
2025;19;15;18797;19609.02404273453
2025;19;16;19325;20222.226616532662
2025;19;17;19875;20163.157295622208
2025;19;18;19725;20212.464180545365
2025;19;19;19788;20479.028464100247
2025;19;20;19400;19702.85479073289
2025;19;21;18388;18988.809303103568
2025;19;22;17575;17968.948476325513
2025;19;23;16475;16816.42543354753
2025;20;0;15863;16341.593928009088
2025;20;1;15613;15905.951535516126
2025;20;2;15505;15894.270138930564
2025;20;3;15500;15760.42442148223
2025;20;4;16225;17117.94502658328
2025;20;5;17400;17907.052710394346
2025;20;6;20800;21160.054898401482
2025;20;7;22775;23817.795982146843
2025;20;8;23650;24627.534390061835
2025;20;9;22888;23843.806080093356
2025;20;10;22338;23460.833340008685
2025;20;11;22425;23576.50154200946
2025;20;12;22300;23193.899770477896
2025;20;13;22375;23259.836351871065
2025;20;14;22725;23669.98966056967
2025;20;15;23213;23752.615767052885
2025;20;16;23713;24409.96178756029
2025;20;17;23800;24573.374853488906
2025;20;18;23488;24316.993542700257
2025;20;19;23338;23788.192792088725
2025;20;20;23050;23665.311392611155
2025;20;21;21575;22137.250030908708
2025;20;22;20263;21378.776161691047
2025;20;23;18738;19461.914982286915
2025;21;0;17563;18037.416481703847
2025;21;1;17188;17496.891911879913
2025;21;2;16875;17053.710735948487
2025;21;3;17013;17553.692727173446
2025;21;4;17350;17698.72985094314
2025;21;5;18300;18515.549258080464
2025;21;6;21375;21745.685423151495
2025;21;7;23400;24183.690399277122
2025;21;8;24025;25362.428327014513
2025;21;9;23963;25139.32795138989
2025;21;10;23475;24473.405471736678
2025;21;11;23650;24945.988827778005
2025;21;12;23763;24778.473661529522
2025;21;13;23863;24690.743159734346
2025;21;14;23850;25154.62481545393
2025;21;15;23913;25020.782008736933
2025;21;16;24513;25305.55076913471
2025;21;17;24475;24936.93226438328
2025;21;18;23963;24287.876349323047
2025;21;19;23938;24161.44005380713
2025;21;20;23338;24023.23550950633
2025;21;21;21900;22781.883328094027
2025;21;22;20638;20858.28648523617
2025;21;23;18938;19550.593847338114
2025;22;0;17575;17944.871486175634
2025;22;1;17250;17652.574923247063
2025;22;2;17050;17431.521215152225
2025;22;3;17138;17465.201846064036
2025;22;4;17613;18122.704325588966
2025;22;5;18700;19033.809976717792
2025;22;6;21750;22304.091365155968
2025;22;7;23288;24277.952378110174
2025;22;8;24100;25052.21039062672
2025;22;9;23863;24681.48726759168
2025;22;10;23400;24284.645733886333
2025;22;11;23688;24839.07824516515
2025;22;12;23263;24363.183437524876
2025;22;13;23063;23867.48895104029
2025;22;14;23125;24144.866461085847
2025;22;15;23813;24963.277424674357
2025;22;16;24450;25116.118943775724
2025;22;17;24338;24946.672038475986
2025;22;18;24050;24417.47524821083
2025;22;19;24075;24689.11973371863
2025;22;20;23450;23797.348168691497
2025;22;21;21763;21902.023579867095
2025;22;22;20200;20374.491512423367
2025;22;23;18838;19347.616989332277
2025;23;0;18038;18589.944500344296
2025;23;1;17550;17869.13667497912
2025;23;2;17300;17927.718491755473
2025;23;3;17113;17280.69598754621
2025;23;4;17388;17874.784040270537
2025;23;5;18900;19157.79676004751
2025;23;6;21850;22219.63277843957
2025;23;7;23338;24347.47973426328
2025;23;8;23588;24415.91732694321
2025;23;9;23400;24323.088891154035
2025;23;10;23388;24589.25856184289
2025;23;11;23775;24659.62162609537
2025;23;12;23688;24855.138422413027
2025;23;13;23738;24512.058629068477
2025;23;14;23675;24780.960835583057
2025;23;15;23538;24826.31372413158
2025;23;16;23950;24455.67109997454
2025;23;17;23838;24178.620948905904
2025;23;18;23575;24190.41442543611
2025;23;19;23400;23859.3909227914
2025;23;20;22625;23199.229174674263
2025;23;21;20938;21317.202962656836
2025;23;22;19650;20167.31795749458
2025;23;23;18313;18781.864552921583
2025;24;0;17375;18108.55641233196
2025;24;1;16950;17500.884168660243
2025;24;2;16750;17317.52053241504
2025;24;3;16813;17230.624606775506
2025;24;4;17313;17715.4787551855
2025;24;5;18525;18938.488362436077
2025;24;6;21225;21803.89042847566
2025;24;7;22538;23453.803103835948
2025;24;8;23113;24170.954971379284
2025;24;9;23225;24640.08015972909
2025;24;10;23013;24187.224940686338
2025;24;11;22313;23247.795293566433
2025;24;12;21663;22903.24278443279
2025;24;13;21675;22593.38492539569
2025;24;14;21975;22567.37509296443
2025;24;15;23150;23948.38273781652
2025;24;16;23150;23775.84161579483
2025;24;17;23563;23992.697303191737
2025;24;18;23800;24303.68367583791
2025;24;19;23750;24585.287462455057
2025;24;20;22550;23115.38547475283
2025;24;21;20863;21319.179894238227
2025;24;22;19450;20115.8811162367
2025;24;23;18163;18220.772938198425
2025;25;0;16963;17510.122911621715
2025;25;1;16463;17117.173038777393
2025;25;2;16300;16504.28275084403
2025;25;3;16150;16878.750808641387
2025;25;4;16163;16730.699281498884
2025;25;5;16525;16941.94241721984
2025;25;6;17388;18014.556373221258
2025;25;7;18188;19642.138571560878
2025;25;8;19188;20224.3732510117
2025;25;9;19375;20424.644117260068
2025;25;10;19250;20158.12782009195
2025;25;11;19475;20305.031126107042
2025;25;12;19650;20816.06716330885
2025;25;13;19550;20378.783234818227
2025;25;14;20163;21177.31324744388
2025;25;15;19888;20792.468510646977
2025;25;16;19963;21058.79596514928
2025;25;17;20738;21304.73242105739
2025;25;18;20063;20770.50798885158
2025;25;19;19675;20072.99672022905
2025;25;20;19250;19696.025012941325
2025;25;21;18125;18429.247256843537
2025;25;22;17013;17424.141347984776
2025;25;23;15825;16400.46009860897
2025;26;0;15363;16014.39772332907
2025;26;1;14338;14653.566935164476
2025;26;2;14225;14898.921184021132
2025;26;3;14200;14971.12757176099
2025;26;4;14213;14795.68698064474
2025;26;5;14425;15300.359162511613
2025;26;6;15138;15483.242160179285
2025;26;7;15663;16414.069059337715
2025;26;8;16525;17169.255950219143
2025;26;9;17200;18499.208862297837
2025;26;10;17850;18980.87313127081
2025;26;11;17975;18963.88306581791
2025;26;12;17663;18718.993725263965
2025;26;13;17988;18762.902190540324
2025;26;14;18425;19914.150395923367
2025;26;15;18063;19088.844236395045
2025;26;16;18163;19184.878958920977
2025;26;17;18900;19545.153324779738
2025;26;18;18950;19546.201846347343
2025;26;19;19100;19644.776804855825
2025;26;20;18625;18966.905108910938
2025;26;21;17438;18032.2936714272
2025;26;22;16975;17851.40489929501
2025;26;23;15988;16757.084009230995
2025;27;0;15175;15993.63732532788
2025;27;1;14913;15310.756864713763
2025;27;2;14800;15102.079035948283
2025;27;3;14613;15087.842615980071
2025;27;4;15038;15549.14498245774
2025;27;5;16525;17243.83830369419
2025;27;6;19688;19849.507074057037
2025;27;7;21950;23255.910063892123
2025;27;8;22213;23181.398420284204
2025;27;9;22163;23077.623786010518
2025;27;10;21713;22510.579124947966
2025;27;11;22100;22769.028665626847
2025;27;12;22013;23177.634116792382
2025;27;13;22000;23014.66359343768
2025;27;14;22125;22867.00782005179
2025;27;15;22550;23290.98424558728
2025;27;16;22438;23370.843060141975
2025;27;17;22938;23771.804305057878
2025;27;18;22713;23161.08172972728
2025;27;19;22638;22837.371409376377
2025;27;20;21850;22300.85138718281
2025;27;21;20338;20783.455286050466
2025;27;22;19150;19110.622671411686
2025;27;23;17825;18314.141026696438
2025;28;0;16363;16816.813093958266
2025;28;1;15750;16389.241272962685
2025;28;2;15575;16444.79121898907
2025;28;3;15863;16588.313005909553
2025;28;4;15950;16396.222261889034
2025;28;5;16988;17266.694818251664
2025;28;6;20238;21252.671960649972
2025;28;7;21788;22799.8436868029
2025;28;8;22075;23077.78585838259
2025;28;9;21888;22883.174982578
2025;28;10;22150;23189.61695215357
2025;28;11;22263;23234.127917615213
2025;28;12;22250;23135.267598623952
2025;28;13;22188;23078.628211751922
2025;28;14;22125;23118.4493459568
2025;28;15;22238;23129.315045773248
2025;28;16;22738;23595.430843464568
2025;28;17;22838;23359.286045538378
2025;28;18;22550;22999.00455651583
2025;28;19;22788;23588.798597716537
2025;28;20;21900;21869.806038321396
2025;28;21;20488;21206.30137038449
2025;28;22;18700;19449.217038499526
2025;28;23;17500;17585.32195351837
2025;29;0;16025;16456.46248118393
2025;29;1;15813;16238.711826800842
2025;29;2;15775;15993.497661056435
2025;29;3;15863;16207.436662481825
2025;29;4;16300;16577.884830906834
2025;29;5;17363;18213.454088684724
2025;29;6;20100;20787.135678629493
2025;29;7;21788;23042.311018998833
2025;29;8;21875;23019.334412808646
2025;29;9;21788;22562.189645756553
2025;29;10;21263;22158.095946744044
2025;29;11;21450;22547.874912245585
2025;29;12;21588;22343.57443822161
2025;29;13;21525;22667.59968603448
2025;29;14;21413;22364.934920368374
2025;29;15;22075;23000.03583849008
2025;29;16;22738;23880.1919936407
2025;29;17;22875;23463.85266229721
2025;29;18;22700;23127.806766836184
2025;29;19;22625;23356.86596067285
2025;29;20;22150;22433.78733448002
2025;29;21;20438;21061.18712138885
2025;29;22;18913;19531.62025159368
2025;29;23;17788;18226.0907121372
2025;30;0;16638;17203.226604448424
2025;30;1;16325;16574.77728472294
2025;30;2;16138;16822.80540384138
2025;30;3;15888;16351.019572711402
2025;30;4;16338;16733.45539589619
2025;30;5;17375;18084.801845167378
2025;30;6;20213;20572.13126189145
2025;30;7;21938;22656.307740727287
2025;30;8;22538;23226.67416529522
2025;30;9;21838;22959.201990269128
2025;30;10;21725;22468.914129500743
2025;30;11;21425;22775.958836396872
2025;30;12;21388;21971.614118423255
2025;30;13;21500;22839.291273658007
2025;30;14;21463;22505.203493440524
2025;30;15;22113;23093.65737762592
2025;30;16;22525;23416.01618263821
2025;30;17;22788;23367.827222870415
2025;30;18;22650;23142.47305951503
2025;30;19;22300;23020.660376403303
2025;30;20;21988;22510.845529732407
2025;30;21;20600;21130.060352292374
2025;30;22;19100;19527.27755755723
2025;30;23;17238;17726.610875255785
2025;31;0;16625;17186.56035377841
2025;31;1;16163;16320.966321468675
2025;31;2;15925;16155.362915578857
2025;31;3;16038;16686.65281880454
2025;31;4;16825;17359.17308762559
2025;31;5;18125;18588.203332729463
2025;31;6;20550;21053.686786613078
2025;31;7;22075;23144.516341072333
2025;31;8;22538;23430.048063938128
2025;31;9;22438;23282.33905491954
2025;31;10;22413;23452.169051019537
2025;31;11;22638;23442.325444476992
2025;31;12;22475;23556.650551142895
2025;31;13;23025;23684.48327915243
2025;31;14;22925;24130.831127465128
2025;31;15;22675;23769.519496482608
2025;31;16;22688;23739.205946862774
2025;31;17;22563;23259.538196789104
2025;31;18;22975;23808.094888892516
2025;31;19;22763;23465.874013003628
2025;31;20;22175;22306.82515373367
2025;31;21;20638;20882.08460665286
2025;31;22;19288;19663.036284460864
2025;31;23;18100;18605.218210042167
