Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2025;28;4;16713;18830.371418760053
2025;28;5;17663;20101.091125161995
2025;28;6;19475;23276.892734973862
2025;28;7;20988;24874.740454079445
2025;28;8;21113;25132.93027301753
2025;28;9;19988;23887.30486917676
2025;28;10;17788;21477.867313786774
2025;28;11;17913;21926.712594961205
2025;28;12;17875;21662.53925725478
2025;28;13;18588;22682.718486127036
2025;28;14;18538;22354.115153153238
2025;28;15;19188;23497.986881003508
2025;28;16;20588;24431.349341532754
2025;28;17;20925;24860.587696758867
2025;28;18;21438;25600.703443473933
2025;28;19;21600;23353.827136713207
2025;28;20;20425;22470.491986920824
2025;28;21;18863;21124.428550856486
2025;28;22;17575;19253.503353087755
2025;28;23;16463;18499.92677170646
2025;29;0;15263;17314.976558849685
2025;29;1;14713;16869.364574355463
2025;29;2;14625;16377.609857824384
2025;29;3;14500;16235.908677383144
2025;29;4;14650;16754.388313123378
2025;29;5;14625;16684.396934646637
2025;29;6;15300;19350.098570069174
2025;29;7;16288;20357.289641899395
2025;29;8;16525;20388.995055684303
2025;29;9;16025;20071.4507394322
2025;29;10;15388;19446.614494659738
2025;29;11;15200;19057.129716394727
2025;29;12;15200;19573.15490222895
2025;29;13;15200;19294.76658418236
2025;29;14;15200;18961.73930055947
2025;29;15;15538;19669.310721726764
2025;29;16;17163;20968.063665954534
2025;29;17;17488;21645.416920748492
2025;29;18;18438;22669.71911580148
2025;29;19;18625;20460.863536329656
2025;29;20;17975;20167.675225848863
2025;29;21;16950;19032.5561853873
2025;29;22;15863;18027.412031998898
2025;29;23;14675;17054.35859653079
