Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2024;28;8;21920;26825.792338876334
2024;28;9;21463;26509.40998747153
2024;28;10;21313;26023.383131700535
2024;28;11;22125;26843.50724512469
2024;28;12;22475;27331.311155749514
2024;28;13;21800;26757.31056965763
2024;28;14;21613;26675.1815131196
2024;28;15;21700;26995.07124338991
2024;28;16;21325;26496.531924640403
2024;28;17;21113;26081.012294007316
2024;28;18;21175;26171.19675841946
2024;28;19;21175;25974.494127072438
2024;28;20;20875;25871.29737280152
2024;28;21;20431;22873.268272215973
2024;28;22;19122;21686.543712067618
2024;28;23;17398;19732.553811289534
2024;29;0;15975;18578.869302848234
2024;29;1;15238;18044.547782600515
2024;29;2;14988;17466.24797030863
2024;29;3;14550;17130.342344419787
2024;29;4;14275;16913.028798342224
2024;29;5;14075;18994.75590562283
2024;29;6;14825;19869.818496362084
2024;29;7;16725;21727.51848015636
2024;29;8;17350;22369.535219709767
2024;29;9;18213;23058.398043228906
2024;29;10;17963;22967.902034851788
2024;29;11;17550;22649.59965824909
2024;29;12;16825;22115.228721559008
2024;29;13;17060;22251.854165217042
2024;29;14;17414;22844.63649150231
2024;29;15;17389;22235.53048742239
2024;29;16;17564;22738.464127344134
2024;29;17;18404;23440.668401147672
2024;29;18;18700;24137.960586643534
2024;29;19;18525;23363.34034292897
2024;29;20;18013;22845.055631563846
2024;29;21;17250;19630.121470911196
2024;29;22;16450;18525.22085513804
2024;29;23;15263;17657.848995663848
2024;30;0;14088;16436.17346768926
2024;30;1;13288;15818.078757295241
2024;30;2;13075;15643.351195155432
2024;30;3;12838;15713.234167843177
2024;30;4;12250;14940.08476763721
2024;30;5;12213;17097.61926886752
2024;30;6;13175;17995.317065730327
2024;30;7;14113;19211.3838343013
2024;30;8;15113;19848.95335859587
2024;30;9;16125;21491.29175317087
2024;30;10;16900;22135.888024144257
2024;30;11;17450;22356.164869579057
2024;30;12;16963;21620.373094181825
2024;30;13;17050;22320.774474833084
2024;30;14;16725;21702.092030949476
2024;30;15;16688;21935.56326239469
2024;30;16;16875;21556.114468241125
2024;30;17;17638;22518.124995409245
2024;30;18;17575;22576.048739943635
2024;30;19;17825;22834.39611875295
2024;30;20;17649;22558.98690570415
2024;30;21;17500;20124.569986469498
2024;30;22;16725;19011.475914123483
2024;30;23;15100;17571.52410299574
