Rok;Dzień;Godzina;Krajowe zapotrzebowanie na moc [MW];Produkcja [MW]
2024;4;16;19863;24757.047959246593
2024;4;17;19388;24490.653486622672
2024;4;18;19488;24507.415509869606
2024;4;19;19975;25168.728998106577
2024;4;20;19963;24822.58938122453
2024;4;21;19500;21934.467570680445
2024;4;22;18063;20484.57836937357
2024;4;23;16500;18707.297010373575
2024;5;0;15613;18172.224055412917
2024;5;1;14950;17502.21105443598
2024;5;2;14625;17126.022691328493
2024;5;3;14450;16903.08257332497
2024;5;4;14500;16716.925851589916
2024;5;5;15063;19978.87093544693
2024;5;6;17475;22406.457096694645
2024;5;7;19388;24227.544546155677
2024;5;8;19263;24230.7428576668
2024;5;9;18913;23993.810171362908
2024;5;10;18625;24002.237180242108
2024;5;11;18900;23934.915562566366
2024;5;12;19288;24339.510078144554
2024;5;13;19075;24060.110816846765
2024;5;14;18925;23541.245756940192
2024;5;15;19300;24294.697224910156
2024;5;16;19500;24512.046041988204
2024;5;17;19450;24942.648422497055
2024;5;18;19550;24511.527807043774
2024;5;19;19750;24810.309468466723
2024;5;20;19813;24806.05764605895
2024;5;21;19150;21416.264392476092
2024;5;22;18063;20791.564562903004
2024;5;23;16850;19500.386606537355
2024;6;0;15413;18071.20638940861
2024;6;1;14763;17081.12250904105
2024;6;2;14438;17218.55886218722
2024;6;3;14238;16457.629787441543
2024;6;4;14288;16905.371418760053
2024;6;5;13963;19401.091125161995
2024;6;6;15288;20089.892734973862
2024;6;7;16500;21386.740454079445
2024;6;8;16463;21482.93027301753
2024;6;9;16675;21574.30486917676
2024;6;10;16525;21214.867313786774
2024;6;11;16988;22001.712594961205
2024;6;12;16663;21450.53925725478
2024;6;13;15638;20732.718486127036
2024;6;14;14788;19604.115153153238
2024;6;15;15538;20847.986881003508
2024;6;16;15813;20656.349341532754
2024;6;17;16238;21173.587696758867
2024;6;18;17188;22350.703443473933
2024;6;19;17600;22353.827136713207
2024;6;20;17200;22245.491986920824
2024;6;21;16675;19436.428550856486
2024;6;22;16050;18228.503353087755
2024;6;23;14838;17374.92677170646
2024;7;0;13563;16114.976558849685
2024;7;1;12963;15619.364574355463
2024;7;2;12613;14865.609857824384
2024;7;3;12525;14760.908677383144
2024;7;4;12263;14867.38831312338
2024;7;5;12200;17259.396934646637
2024;7;6;12938;17988.098570069174
2024;7;7;13888;18957.289641899395
2024;7;8;14388;19251.995055684303
2024;7;9;14863;19909.4507394322
2024;7;10;15175;20233.614494659738
2024;7;11;15350;20207.129716394727
2024;7;12;15400;20773.15490222895
2024;7;13;14913;20007.76658418236
2024;7;14;15288;20049.73930055947
2024;7;15;15088;20219.310721726764
2024;7;16;15613;20418.063665954534
2024;7;17;16138;21295.416920748492
2024;7;18;16363;21594.71911580148
2024;7;19;16260;21095.863536329656
2024;7;20;16029;21221.675225848863
2024;7;21;16013;18595.5561853873
2024;7;22;15600;18264.412031998898
2024;7;23;14475;17354.35859653079
2024;8;0;13825;16275.922376799426
2024;8;1;13475;15824.252767128502
2024;8;2;13238;15560.097114074895
2024;8;3;13200;15536.837943006913
2024;8;4;13338;15822.57965811718
2024;8;5;14438;19506.230394963328
2024;8;6;17163;22218.338159866005
2024;8;7;19238;24403.436649807205
2024;8;8;19975;24977.60037837558
2024;8;9;19675;24965.706815431462
2024;8;10;19650;24597.06863335241
2024;8;11;19700;25244.033833317924
2024;8;12;19738;24863.133469553002
2024;8;13;20675;25503.568488716744
2024;8;14;19350;24135.821500387778
2024;8;15;20150;25246.49448304864
2024;8;16;21225;26180.30744293483
2024;8;17;20925;26067.800098818418
2024;8;18;20750;25844.647524914708
2024;8;19;21228;26213.434217468624
2024;8;20;21220;26050.64125638632
2024;8;21;20295;22492.030555062825
2024;8;22;19258;21668.697009586595
2024;8;23;17783;20454.279758864694
2024;9;0;16395;18937.81874882604
2024;9;1;15820;18070.852244257603
2024;9;2;15583;18117.636185170235
2024;9;3;15620;18197.063475945768
2024;9;4;15670;17993.228512759775
2024;9;5;16458;21488.745021189105
2024;9;6;18795;23806.6417436892
2024;9;7;20795;25566.405940433877
2024;9;8;21733;26804.557472069657
2024;9;9;21245;26357.15690527365
2024;9;10;20613;25829.610248635054
2024;9;11;20688;25898.76041040698
2024;9;12;21000;25724.46612640858
2024;9;13;20938;25750.434992016977
2024;9;14;20625;25728.007053441732
2024;9;15;20593;25695.75719018244
2024;9;16;20663;25766.00953726121
2024;9;17;20313;26083.546298130943
2024;9;18;21075;26189.178102138634
2024;9;19;21907;27134.11312803612
2024;9;20;21186;26376.80035269864
2024;9;21;19975;22605.27825026116
2024;9;22;18463;20899.94615107193
2024;9;23;17050;19701.793844098655
2024;10;0;16733;19078.434957092486
2024;10;1;16270;18722.636278651997
2024;10;2;16070;18472.927290434178
2024;10;3;16210;18726.374827877265
2024;10;4;16193;19155.931713334703
2024;10;5;16808;21434.54696148165
2024;10;6;19871;25008.2520380749
2024;10;7;22403;27080.45682576207
2024;10;8;23194;28099.613626842114
2024;10;9;22022;27239.790119393474
2024;10;10;21025;26037.85600381909
2024;10;11;21138;25922.451044414138
2024;10;12;21000;25856.939258148006
2024;10;13;20875;26010.919549786937
2024;10;14;20925;25778.926673656573
2024;10;15;22180;27223.291717916396
2024;10;16;21884;26893.11436798076
2024;10;17;21785;26654.679930478836
2024;10;18;21550;26978.788817865065
2024;10;19;21938;27064.7838044636
2024;10;20;21575;26169.97148266848
2024;10;21;20962;23499.290862953887
2024;10;22;19874;22241.64270704632
2024;10;23;18024;20694.486666959245
2024;11;0;16263;18604.49585231346
2024;11;1;16575;19052.05271170662
2024;11;2;15675;18275.997455796092
2024;11;3;15625;18298.151038834025
2024;11;4;15613;17872.940718588845
2024;11;5;16550;21483.09975283181
2024;11;6;19105;24010.01093776781
2024;11;7;21144;26013.33415348526
2024;11;8;21107;26460.09084805622
2024;11;9;21707;26787.99634219219
2024;11;10;21236;25983.823209132992
2024;11;11;21761;26944.572389410954
2024;11;12;22673;28097.431239402526
2024;11;13;23098;28304.49305211023
2024;11;14;22858;27554.126006809198
2024;11;15;22745;27648.15318542675
2024;11;16;22440;27693.382229837323
2024;11;17;22183;27041.466106876243
2024;11;18;21517;26605.763885629247
2024;11;19;21125;26279.92681068587
2024;11;20;20475;25289.613905684382
2024;11;21;20665;23153.09492878764
2024;11;22;19370;21221.746531986184
2024;11;23;17125;19420.122471733142
2024;12;0;16875;19324.48636972137
2024;12;1;15663;17913.44336360703
2024;12;2;15388;18214.482260786328
2024;12;3;15250;17463.971724407875
2024;12;4;15550;17961.991102660602
2024;12;5;15975;21001.148115457218
2024;12;6;18613;23901.254657813224
2024;12;7;20575;25287.82756976411
2024;12;8;21088;26320.632750430992
2024;12;9;21325;26327.046612203918
2024;12;10;20727;25530.69826979041
2024;12;11;21151;26243.420694852655
2024;12;12;21908;26947.811939114694
2024;12;13;21433;26312.95662456824
2024;12;14;21933;26946.960416998005
2024;12;15;21565;26487.937280627648
2024;12;16;20925;25947.703469050248
2024;12;17;21000;26132.42613490421
2024;12;18;20738;26055.20336322907
2024;12;19;20625;25377.43690023463
2024;12;20;20338;25764.606674931252
2024;12;21;19513;21622.5824400955
2024;12;22;18038;20507.642980992885
2024;12;23;17138;19755.663441296914
2024;13;0;15950;18506.198373547006
2024;13;1;15050;17425.46009603588
2024;13;2;14775;17233.375549928543
2024;13;3;14413;16814.399813068234
2024;13;4;14150;16532.127048611157
2024;13;5;14363;19532.920419404203
2024;13;6;15075;20146.403097193008
2024;13;7;16225;21086.418080947868
2024;13;8;16800;21979.91997508665
2024;13;9;17188;22249.45990417532
2024;13;10;17500;22662.572423767793
2024;13;11;18088;23213.92576838472
2024;13;12;18188;23022.200997815584
2024;13;13;17775;22662.963791960607
2024;13;14;17525;22674.458721024654
2024;13;15;17400;22522.074053086693
2024;13;16;17225;22220.81968120717
2024;13;17;17250;22273.465476661757
2024;13;18;17930;23185.532979157684
2024;13;19;17463;22344.685722232833
2024;13;20;17038;22147.41947623401
2024;13;21;16763;19222.56146951322
2024;13;22;16125;18581.463759354556
2024;13;23;15088;17807.755370397437
2024;14;0;14075;16740.083269797607
2024;14;1;13375;16037.701927200127
2024;14;2;12788;15549.095761430866
2024;14;3;12675;15179.200768326551
2024;14;4;12488;15124.390594258994
2024;14;5;12125;17062.946648681307
2024;14;6;12788;17852.83327049769
2024;14;7;13500;18473.971389126462
2024;14;8;14075;19094.399192998542
2024;14;9;14650;19769.031405087382
2024;14;10;15263;20099.355863353307
2024;14;11;15500;20918.477455137094
2024;14;12;15500;20298.79652370006
2024;14;13;15125;19882.162277442454
2024;14;14;14913;20144.622174700013
2024;14;15;15213;20371.332538792587
2024;14;16;15250;20374.823963410432
2024;14;17;15638;20763.669101852855
2024;14;18;16213;21210.550645430616
2024;14;19;16538;21358.549125702833
2024;14;20;16250;21265.160911638744
2024;14;21;16325;18689.56765769758
2024;14;22;15650;18345.023946683552
2024;14;23;14788;17258.58852369957
2024;15;0;13542;15876.900560641498
2024;15;1;13462;15897.722831669402
2024;15;2;13256;15838.586290855124
2024;15;3;13268;15655.255089439204
2024;15;4;13656;15991.555920886714
2024;15;5;14590;19638.73744229838
2024;15;6;17292;22340.993314221745
2024;15;7;19294;24192.611364925775
2024;15;8;19922;24827.792338876334
2024;15;9;19948;24994.40998747153
2024;15;10;20524;25234.383131700535
2024;15;11;20400;25118.50724512469
2024;15;12;19950;24806.311155749514
2024;15;13;19899;24856.31056965763
2024;15;14;19674;24736.1815131196
2024;15;15;19622;24917.07124338991
2024;15;16;19646;24817.531924640403
2024;15;17;20594;25562.012294007316
2024;15;18;21154;26150.19675841946
2024;15;19;21780;26579.494127072438
2024;15;20;21367;26363.29737280152
2024;15;21;19767;22209.268272215973
2024;15;22;18853;21417.543712067618
2024;15;23;17118;19452.553811289534
2024;16;0;16213;18816.869302848234
2024;16;1;15800;18606.547782600515
2024;16;2;15063;17541.24797030863
2024;16;3;15025;17605.342344419787
2024;16;4;15100;17738.028798342224
2024;16;5;15513;20432.75590562283
2024;16;6;17863;22907.818496362084
2024;16;7;19863;24865.51848015636
2024;16;8;21138;26157.535219709767
2024;16;9;21050;25895.398043228906
2024;16;10;20913;25917.902034851788
2024;16;11;21425;26524.59965824909
2024;16;12;21763;27053.228721559008
2024;16;13;21150;26341.854165217042
2024;16;14;21188;26618.63649150231
2024;16;15;21803;26649.53048742239
2024;16;16;20900;26074.464127344134
2024;16;17;20550;25586.668401147672
2024;16;18;20400;25837.960586643534
2024;16;19;20638;25476.34034292897
2024;16;20;20338;25170.055631563846
2024;16;21;20000;22380.121470911196
2024;16;22;19250;21325.22085513804
2024;16;23;17613;20007.848995663848
2024;17;0;16138;18486.17346768926
2024;17;1;15188;17718.078757295243
2024;17;2;14725;17293.351195155432
2024;17;3;14650;17525.234167843177
2024;17;4;14625;17315.08476763721
2024;17;5;15025;19909.61926886752
2024;17;6;17950;22770.317065730327
2024;17;7;20225;25323.3838343013
2024;17;8;20700;25435.95335859587
2024;17;9;20563;25929.29175317087
2024;17;10;20375;25610.888024144257
2024;17;11;20588;25494.164869579057
2024;17;12;21000;25657.373094181825
2024;17;13;20700;25970.774474833084
2024;17;14;20937;25914.092030949476
2024;17;15;20849;26096.56326239469
2024;17;16;20698;25379.114468241125
2024;17;17;20936;25816.124995409245
2024;17;18;20698;25699.048739943635
2024;17;19;20100;25109.39611875295
2024;17;20;19913;24822.98690570415
2024;17;21;19363;21987.569986469498
2024;17;22;18513;20799.475914123483
2024;17;23;17075;19546.52410299574
2024;18;0;15850;18374.05912634238
2024;18;1;15188;17790.88776681175
2024;18;2;14775;17417.32297561778
2024;18;3;14700;16975.071581632426
2024;18;4;14725;16918.177165852874
2024;18;5;15275;20530.535364379703
2024;18;6;17600;22666.46280239592
2024;18;7;19675;24525.30269268869
2024;18;8;20313;25623.230395104503
2024;18;9;20388;25411.134926858573
2024;18;10;19800;25035.859436812767
2024;18;11;19813;24826.503696282023
2024;18;12;19975;25387.149584976396
2024;18;13;19825;25176.06816848864
2024;18;14;19288;24238.207170304184
2024;18;15;19050;24244.31419019087
2024;18;16;19625;24754.07518991703
2024;18;17;19988;25261.72631150647
2024;18;18;20650;25457.01530788398
2024;18;19;20500;25637.210291999687
2024;18;20;20213;25424.684897369916
2024;18;21;19413;21561.252102715378
2024;18;22;17875;20138.348297466844
2024;18;23;16425;18517.15356444798
2024;19;0;15100;17546.118633111088
2024;19;1;15250;17893.508451159192
2024;19;2;14963;17763.471410419206
2024;19;3;14925;17439.818956083956
2024;19;4;14750;17575.723109114257
2024;19;5;15150;19873.979708357023
2024;19;6;17488;22147.32351212897
2024;19;7;19025;24013.890460220675
2024;19;8;19363;24439.813089787862
2024;19;9;19463;24456.461050381182
2024;19;10;19868;24454.511579992024
2024;19;11;20670;25652.175992097444
2024;19;12;19985;24724.10609989903
2024;19;13;20000;25133.934509766008
2024;19;14;19288;24361.31964921937
2024;19;15;19075;23887.02404273453
2024;19;16;19300;24197.226616532662
2024;19;17;19600;24388.157295622208
2024;19;18;19850;24837.464180545365
2024;19;19;20100;25291.028464100247
2024;19;20;19888;24690.85479073289
2024;19;21;19013;21613.809303103568
2024;19;22;17725;20118.948476325513
2024;19;23;16463;18804.42543354753
2024;20;0;15563;18041.59392800909
2024;20;1;14825;17117.951535516124
2024;20;2;14475;16864.270138930562
2024;20;3;14313;16573.424421482232
2024;20;4;14125;17017.94502658328
2024;20;5;13913;18920.052710394346
2024;20;6;14663;19523.054898401482
2024;20;7;15988;21030.795982146843
2024;20;8;16588;21565.534390061835
2024;20;9;17075;22030.806080093356
2024;20;10;17325;22447.833340008685
2024;20;11;17250;22401.50154200946
2024;20;12;16850;21743.899770477896
2024;20;13;17050;21934.836351871065
2024;20;14;17100;22044.98966056967
2024;20;15;16950;21489.615767052885
2024;20;16;17650;22346.96178756029
2024;20;17;17438;22711.374853488906
2024;20;18;17650;22978.993542700257
2024;20;19;17850;22800.192792088725
2024;20;20;17300;22415.311392611155
2024;20;21;17150;19712.250030908708
2024;20;22;16313;19428.776161691047
2024;20;23;14863;17586.914982286915
2024;21;0;14025;16499.416481703847
2024;21;1;13438;15746.891911879915
2024;21;2;12988;15166.710735948485
2024;21;3;12725;15265.692727173444
2024;21;4;12563;14911.729850943138
2024;21;5;12613;17328.549258080464
2024;21;6;13113;17983.685423151495
2024;21;7;13688;18471.690399277122
2024;21;8;14388;19725.428327014513
2024;21;9;15125;20301.32795138989
2024;21;10;15438;20436.405471736678
2024;21;11;15988;21283.988827778005
2024;21;12;15425;20440.473661529522
2024;21;13;15475;20302.743159734346
2024;21;14;15275;20579.62481545393
2024;21;15;15375;20482.782008736933
2024;21;16;15550;20342.55076913471
2024;21;17;15863;20824.93226438328
2024;21;18;16875;21699.876349323047
2024;21;19;16850;21573.44005380713
2024;21;20;17150;22335.23550950633
2024;21;21;16750;19631.883328094027
2024;21;22;16088;18308.28648523617
2024;21;23;15025;17637.593847338114
2024;22;0;13725;16094.871486175634
2024;22;1;13275;15677.57492324706
2024;22;2;13038;15419.521215152226
2024;22;3;13038;15365.201846064037
2024;22;4;13288;15797.704325588966
2024;22;5;13938;18771.809976717792
2024;22;6;16738;21792.091365155968
2024;22;7;19050;24039.952378110174
2024;22;8;20063;25015.21039062672
2024;22;9;20350;25168.48726759168
2024;22;10;20325;25209.645733886333
2024;22;11;20525;25676.07824516515
2024;22;12;20900;26000.183437524876
2024;22;13;20363;25167.48895104029
2024;22;14;19738;24757.866461085847
2024;22;15;19950;25100.277424674357
2024;22;16;20223;24889.118943775724
2024;22;17;20798;25906.672038475986
2024;22;18;20225;25092.47524821083
2024;22;19;20588;25702.11973371863
2024;22;20;20525;25372.348168691497
2024;22;21;19588;21727.023579867095
2024;22;22;18513;20687.491512423367
2024;22;23;16775;19284.616989332277
2024;23;0;15288;17839.944500344296
2024;23;1;14700;17019.13667497912
2024;23;2;14675;17302.718491755473
2024;23;3;14600;16767.69598754621
2024;23;4;14600;17086.784040270537
2024;23;5;15063;19820.79676004751
2024;23;6;17667;22536.63277843957
2024;23;7;19701;24710.47973426328
2024;23;8;19790;24617.91732694321
2024;23;9;20023;24946.088891154035
2024;23;10;19788;24989.25856184289
2024;23;11;19450;24334.62162609537
2024;23;12;19400;24567.138422413027
2024;23;13;19175;23949.058629068477
2024;23;14;18613;23718.960835583057
2024;23;15;19013;24301.31372413158
2024;23;16;19125;23630.67109997454
2024;23;17;19525;24365.620948905904
2024;23;18;19688;24803.41442543611
2024;23;19;20450;25409.3909227914
2024;23;20;19975;25049.229174674263
2024;23;21;19150;21529.202962656836
2024;23;22;18213;20730.31795749458
2024;23;23;16588;19056.864552921583
2024;24;0;15713;18446.55641233196
2024;24;1;15100;17650.884168660243
2024;24;2;14688;17255.52053241504
2024;24;3;14538;16955.624606775506
2024;24;4;14488;16890.4787551855
2024;24;5;14938;19851.488362436077
2024;24;6;17200;22278.89042847566
2024;24;7;18838;23753.803103835948
2024;24;8;19625;24682.954971379284
2024;24;9;19950;25365.08015972909
2024;24;10;20050;25224.224940686338
2024;24;11;20225;25159.795293566433
2024;24;12;20338;25578.24278443279
2024;24;13;20163;25081.38492539569
2024;24;14;19513;24105.37509296443
2024;24;15;19400;24198.38273781652
2024;24;16;19675;24300.84161579483
2024;24;17;19550;24479.697303191737
2024;24;18;18875;23878.68367583791
2024;24;19;19350;24685.287462455057
2024;24;20;19250;24315.38547475283
2024;24;21;18625;21081.179894238227
2024;24;22;17913;20578.8811162367
2024;24;23;16163;18220.772938198425
2024;25;0;15313;17860.122911621715
2024;25;1;14850;17504.173038777393
2024;25;2;14513;16717.28275084403
2024;25;3;14550;17278.750808641387
2024;25;4;14650;17217.699281498884
2024;25;5;15200;20116.94241721984
2024;25;6;17488;22614.556373221258
2024;25;7;19313;24767.138571560878
2024;25;8;19775;24811.3732510117
2024;25;9;19538;24587.644117260068
2024;25;10;19463;24371.12782009195
2024;25;11;19675;24505.031126107042
2024;25;12;19263;24429.06716330885
2024;25;13;19225;24053.783234818227
2024;25;14;19063;24077.31324744388
2024;25;15;18900;23804.468510646977
2024;25;16;19000;24095.79596514928
2024;25;17;19313;24379.73242105739
2024;25;18;19263;24470.50798885158
2024;25;19;19363;24260.99672022905
2024;25;20;19825;24771.025012941325
2024;25;21;18900;21204.247256843537
2024;25;22;17713;20124.141347984776
2024;25;23;16550;19125.46009860897
2024;26;0;15063;17714.39772332907
2024;26;1;14775;17090.566935164476
2024;26;2;14413;17086.921184021132
2024;26;3;14400;17171.12757176099
2024;26;4;14450;17032.68698064474
2024;26;5;15000;20375.359162511613
2024;26;6;17038;21883.242160179285
2024;26;7;18675;23426.069059337715
2024;26;8;19300;23944.255950219143
2024;26;9;19413;24712.208862297837
2024;26;10;18863;23993.87313127081
2024;26;11;18750;23738.88306581791
2024;26;12;18850;23905.993725263965
2024;26;13;19268;24042.902190540324
2024;26;14;18956;24445.150395923367
2024;26;15;19151;24176.844236395045
2024;26;16;19225;24246.878958920977
2024;26;17;19375;24520.153324779738
2024;26;18;19488;24584.201846347343
2024;26;19;19675;24719.776804855825
2024;26;20;19438;24279.905108910938
2024;26;21;18675;21269.2936714272
2024;26;22;17525;20401.40489929501
2024;26;23;16050;18819.084009230995
2024;27;0;15050;17868.63732532788
2024;27;1;14575;16972.756864713763
2024;27;2;14200;16502.079035948285
2024;27;3;14075;16549.84261598007
2024;27;4;13788;16299.14498245774
2024;27;5;13625;18843.83830369419
2024;27;6;14550;19211.507074057037
2024;27;7;15813;21118.910063892123
2024;27;8;16725;21693.398420284204
2024;27;9;17225;22139.623786010518
2024;27;10;17513;22310.579124947966
2024;27;11;16775;21444.028665626847
2024;27;12;16413;21577.634116792382
2024;27;13;16926;21940.66359343768
2024;27;14;17038;21780.00782005179
2024;27;15;17275;22015.98424558728
2024;27;16;17399;22331.843060141975
2024;27;17;17436;22769.804305057878
2024;27;18;17697;22645.08172972728
2024;27;19;17550;22249.371409376377
2024;27;20;17263;22213.85138718281
2024;27;21;16750;19195.455286050466
2024;27;22;15875;17835.622671411686
2024;27;23;14713;17202.141026696438
2024;28;0;13688;16141.813093958264
2024;28;1;13075;15714.241272962683
2024;28;2;12688;15557.791218989069
2024;28;3;12475;15200.313005909551
2024;28;4;12388;14834.222261889034
2024;28;5;12213;16991.694818251664
2024;28;6;12963;18477.671960649972
2024;28;7;13788;18799.8436868029
2024;28;8;14588;19590.78585838259
2024;28;9;15350;20345.174982578
2024;28;10;16113;21152.61695215357
2024;28;11;16650;21621.127917615213
2024;28;12;16163;21048.267598623952
2024;28;13;16113;21003.628211751922
2024;28;14;15963;20956.4493459568
2024;28;15;15313;20204.315045773248
2024;28;16;14463;19320.430843464568
2024;28;17;14975;19996.286045538378
2024;28;18;14900;19849.00455651583
2024;28;19;15275;20575.798597716537
2024;28;20;16000;20469.806038321396
2024;28;21;15700;18418.30137038449
2024;28;22;14750;17499.217038499526
2024;28;23;13600;15685.32195351837
2024;29;0;13025;15456.46248118393
2024;29;1;12725;15150.711826800842
2024;29;2;12513;14731.497661056435
2024;29;3;12588;14932.436662481825
2024;29;4;12588;14865.884830906834
2024;29;5;13446;18796.454088684724
2024;29;6;16075;21262.135678629493
2024;29;7;17880;23134.311018998833
2024;29;8;18109;23253.334412808646
2024;29;9;17863;22637.189645756553
2024;29;10;18338;23233.095946744044
2024;29;11;18975;24072.874912245585
2024;29;12;19138;23893.57443822161
2024;29;13;18850;23992.59968603448
2024;29;14;18463;23414.934920368374
2024;29;15;18175;23100.03583849008
2024;29;16;18150;23292.1919936407
2024;29;17;18388;23476.85266229721
2024;29;18;18975;23902.806766836184
2024;29;19;19638;24869.86596067285
2024;29;20;19800;24583.78733448002
2024;29;21;18900;21523.18712138885
2024;29;22;16825;19443.62025159368
2024;29;23;15500;17938.0907121372
2024;30;0;14225;16790.226604448424
2024;30;1;14000;16249.777284722939
2024;30;2;13763;16447.80540384138
2024;30;3;13750;16213.019572711402
2024;30;4;13900;16295.455395896191
2024;30;5;14288;19497.801845167378
2024;30;6;16850;21709.13126189145
2024;30;7;18713;23431.307740727287
2024;30;8;18750;23438.67416529522
2024;30;9;18613;23734.201990269128
2024;30;10;18425;23168.914129500743
2024;30;11;18750;24100.958836396872
2024;30;12;19038;23621.614118423255
2024;30;13;18500;23839.291273658007
2024;30;14;18238;23280.203493440524
2024;30;15;18538;23518.65737762592
2024;30;16;18463;23354.01618263821
2024;30;17;19263;24342.827222870415
2024;30;18;19275;24267.47305951503
2024;30;19;19888;25108.660376403303
2024;30;20;19763;24785.845529732407
2024;30;21;19163;21693.060352292374
2024;30;22;17975;20402.27755755723
2024;30;23;16363;18851.610875255785
2024;31;0;15350;17911.56035377841
2024;31;1;14650;16807.966321468673
2024;31;2;14163;16393.36291557886
2024;31;3;14163;16811.65281880454
2024;31;4;14125;16659.17308762559
2024;31;5;14638;19601.203332729463
2024;31;6;17125;22128.686786613078
2024;31;7;19263;24332.516341072333
2024;31;8;19395;24287.048063938128
2024;31;9;19488;24332.33905491954
2024;31;10;19213;24252.169051019537
2024;31;11;19213;24017.325444476992
2024;31;12;18788;23869.650551142895
2024;31;13;18538;23197.48327915243
2024;31;14;18838;24043.831127465128
2024;31;15;19125;24219.519496482608
2024;31;16;19488;24539.205946862774
2024;31;17;19600;24796.538196789104
2024;31;18;19638;24971.094888892516
2024;31;19;20063;25265.874013003628
2024;31;20;20238;24869.82515373367
2024;31;21;19313;21557.08460665286
2024;31;22;18050;20425.036284460864
2024;31;23;16463;18968.218210042167
